"occurrenceID","basisofRecord","organismScope","catalogNumber","otherCatalogNumbers","eventID","scientificName","taxonRank","identifiedBy","identificationQualifier","identificationRemarks","organismRemarks","individualCount","institutionID","associatedMedia","lifestage","sex","preparations","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","supergenus","genus","subgenus","species","subspecies","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","geoReferenceProtocol","year","month","day","maximumDepthInMeters","minimumDepthInMeters","recordedBy","samplingProtocol","habitatGeomorphologicalZone","habitatSubstrate","habitatBiotic","eventTime","verbatimCoordinates","eventMedia"
"KB17-160","Specimen","organism","442333","AH9BN19|AH9BN20","KANF019","Apogonichthys perdix","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Apogonidae",NA,NA,"Apogonichthys",NA,"perdix",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-161","Specimen","organism","442334","AH9BN21|AH9BN22","KANF019","Parablennius thysanius","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Parablennius",NA,"thysanius",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-162","Specimen","organism","442335","AH9BN23","KANF019","Apogonichthys perdix","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Apogonidae",NA,NA,"Apogonichthys",NA,"perdix",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-163","Specimen","organism","442336","AH9BN24|AH9BN25","KANF019","Parablennius thysanius","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Parablennius",NA,"thysanius",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-164","Specimen","organism","442337","AH9BN26","KANF019","Psilogobius mainlandi","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Psilogobius",NA,"mainlandi",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-165","Specimen","organism","442338","AH9BN27","KANF019","Parablennius thysanius","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Parablennius",NA,"thysanius",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-166","Specimen","organism","442339","AH9BN28|AH9BN29","KANF019","Psilogobius mainlandi","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Psilogobius",NA,"mainlandi",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-167","Specimen","organism","442340","AH9BN30|AH9BN31","KANF019","Parablennius thysanius","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Parablennius",NA,"thysanius",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-168","Specimen","organism","442341","AH9BN32|AH9BN33","KANF019","Psilogobius mainlandi","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Psilogobius",NA,"mainlandi",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-169","Specimen","organism","442342","AH9BN34|AH9BN35","KANF019","Parablennius thysanius","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Parablennius",NA,"thysanius",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-170","Specimen","organism","442343","AH9BN36|AH9BN37","KANF019","Omobranchus obliquus","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Omobranchus",NA,"obliquus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-171","Specimen","organism","442344","AH9BN38|AH9BN39","KANF019","Parablennius thysanius","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Parablennius",NA,"thysanius",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-172","Specimen","organism","442345","AH9BN40|AH9BN41","KANF019","Omobranchus obliquus","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Omobranchus",NA,"obliquus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-173","Specimen","organism","442346","AH9BN42|AH9BN43","KANF019","Parablennius thysanius","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Parablennius",NA,"thysanius",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-174","Specimen","organism","442347","AH9BN44","KANF019","Omobranchus obliquus","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Omobranchus",NA,"obliquus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-175","Specimen","organism","442348","AH9BN45","KANF019","Parablennius thysanius","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Parablennius",NA,"thysanius",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-176","Specimen","organism","442349","AH9BN46|AH9BN47","KANF019","Omobranchus obliquus","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Blenniidae",NA,NA,"Omobranchus",NA,"obliquus",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-177","Specimen","organism","442350","AH9BN48|AH9BN49","KANF019","Bathygobius cocosensis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Bathygobius",NA,"cocosensis",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-178","Specimen","organism","442351","AH9BN50|AH9BN51","KANF019","Bathygobius cocosensis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Bathygobius",NA,"cocosensis",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-179","Specimen","organism","442352","AH9BN52","KANF019","Bathygobius cocosensis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Bathygobius",NA,"cocosensis",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-180","Specimen","organism","442353","AH9BN53","KANF019","Bathygobius cocosensis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Bathygobius",NA,"cocosensis",NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-181","Specimen","organism","442354","AH9BN54","KANF019","Tilapia","Genus","Richard L. Pyle",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Cichlidae",NA,NA,"Tilapia",NA,NA,NA,"Hawaii, Oahu, Kaneohe Bay, Lihikai Dock at the end of Lihikai Drive",21.4614,-157.8338,NA,"GPS",2017,5,26,1,0,"Lynne Parenti| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Handnet| Dipnet",NA,NA,NA,"10:00/12:30",NA,NA
"KB17-182","Specimen","organism","442355","AH9BN55|AH9BN56|AH9BN57","KANF021","Chaetodon lunulatus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Chaetodontidae",NA,NA,"Chaetodon",NA,"lunulatus",NA,"Hawaii, Oahu, Kaneohe Bay, patch reef 38",21.4734,-157.8295,75,"GPS",2017,5,27,4,2,"Zeehan Jaafar | Eileen Nalley","SCUBA| Spear","patch reef",NA,NA,"10:30/12:00",NA,NA
"KB17-183","Specimen","organism","442356","AH9BN58","KANF022","Crystallodytes cookei","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Creediidae",NA,NA,"Crystallodytes",NA,"cookei",NA,"Hawaii, Oahu, Kaneohe Bay, Marine Base, Pyramid beach near pyramid at the water line at low tide",21.4615,-157.7636,100,"Google Maps",2017,5,26,0.3,0,"Jon Norenburg",NA,"Shoreline intertidal","shell hash",NA,"08:55",NA,NA
"KB17-184","Specimen","organism","442357","AH9BN59","KANF022","Crystallodytes cookei","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Ethanol fixed specimen","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Creediidae",NA,NA,"Crystallodytes",NA,"cookei",NA,"Hawaii, Oahu, Kaneohe Bay, Marine Base, Pyramid beach near pyramid at the water line at low tide",21.4615,-157.7636,100,"Google Maps",2017,5,26,0.3,0,"Jon Norenburg",NA,"Shoreline intertidal","shell hash",NA,"08:55",NA,NA
"KB17-185","Specimen","organism","442358","AH9BN60","KANF022","Crystallodytes cookei","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Ethanol fixed specimen","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Creediidae",NA,NA,"Crystallodytes",NA,"cookei",NA,"Hawaii, Oahu, Kaneohe Bay, Marine Base, Pyramid beach near pyramid at the water line at low tide",21.4615,-157.7636,100,"Google Maps",2017,5,26,0.3,0,"Jon Norenburg",NA,"Shoreline intertidal","shell hash",NA,"08:55",NA,NA
"KB17-186","Specimen","organism","442359","AH9BN61","KANF023","Crystallodytes cookei","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Creediidae",NA,NA,"Crystallodytes",NA,"cookei",NA,"Hawaii, Oahu, Kaneohe Bay, outer reef slope",21.4928,-157.7979,100,"Google Maps",2017,5,28,10.7,10.7,"Freya Goetz | Katharina Jorger","SCUBA| Bag","Outer reef slope","coarse sand",NA,"11:00",NA,NA
"KB17-187","Specimen","organism","442360","AH9BN62","KANF023","Crystallodytes cookei","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Creediidae",NA,NA,"Crystallodytes",NA,"cookei",NA,"Hawaii, Oahu, Kaneohe Bay, outer reef slope",21.4928,-157.7979,100,"Google Maps",2017,5,28,10.7,10.7,"Freya Goetz | Katharina Jorger","SCUBA| Bag","Outer reef slope","coarse sand",NA,"11:00",NA,NA
"KB17-188","Specimen","organism","442361","AH9BN63","KANF024","Kuhlia xenura","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Kuhliidae",NA,NA,"Kuhlia",NA,"xenura",NA,"Hawaii, Oahu, Kaneohe Bay, Kualoa Regional Park, rocky intertidal area off sandy beach.",21.5086,-157.8388,30,"GPS",2017,5,28,0.3,0,"Lynne Parenti| Zeehan Jaafar | Diane Pitassy","Dipnet","Shoreline intertidal","Rock|coarse sand",NA,"10:00/12:00",NA,NA
"KB17-189","Specimen","organism","442362","AH9BN64","KANF024","Actinopterygii","Class",NA,NA,NA,NA,1,"USNM","Y",NA,NA,"Ethanol fixed specimen","Chordata",NA,NA,"Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaii, Oahu, Kaneohe Bay, Kualoa Regional Park, rocky intertidal area off sandy beach.",21.5086,-157.8388,30,"GPS",2017,5,28,0.3,0,"Lynne Parenti| Zeehan Jaafar | Diane Pitassy","Dipnet","Shoreline intertidal","Rock|coarse sand",NA,"10:00/12:00",NA,NA
"KB17-190","Specimen","organism","442363","AH9BN65|AH9BN66","KANF024","Bathygobius coalitus","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Bathygobius",NA,"coalitus",NA,"Hawaii, Oahu, Kaneohe Bay, Kualoa Regional Park, rocky intertidal area off sandy beach.",21.5086,-157.8388,30,"GPS",2017,5,28,0.3,0,"Lynne Parenti| Zeehan Jaafar | Diane Pitassy","Dipnet","Shoreline intertidal","Rock|coarse sand",NA,"10:00/12:00",NA,NA
"KB17-191","Specimen","organism","442364","AH9BN67|AH9BN68|AH9BN69","KANF026","Chaetodon auriga","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Chaetodontidae",NA,NA,"Chaetodon",NA,"auriga",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, leeward side",21.4329,-157.7899,200,"Google Earth",2017,5,28,4,1,"Julie Zill | Felipe Carvalho","Snorkel| Spear","Inner fringing reef flat",NA,NA,"12:00/13:30",NA,NA
"KB17-192","Specimen","organism","442365","AH9BN70|AH9BN71|AH9BN72","KANF026","Mulloidichthys flavolineatus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Mullidae",NA,NA,"Mulloidichthys",NA,"flavolineatus",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, leeward side",21.4329,-157.7899,200,"Google Earth",2017,5,28,4,1,"Julie Zill | Felipe Carvalho","Snorkel| Spear","Inner fringing reef flat",NA,NA,"12:00/13:30",NA,NA
"KB17-193","Specimen","organism","442366","AH9BN73|AH9BN74|AH9BN75","KANF026","Thalassoma ballieui","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Labridae",NA,NA,"Thalassoma",NA,"ballieui",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, leeward side",21.4329,-157.7899,200,"Google Earth",2017,5,28,4,1,"Julie Zill | Felipe Carvalho","Snorkel| Spear","Inner fringing reef flat",NA,NA,"12:00/13:30",NA,NA
"KB17-194","Specimen","organism","442367","AH9BN76|AH9BN77|AH9BN78","KANF026","Chlorurus perspicillatus","Species","Richard L. Pyle","cf",NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Scaridae",NA,NA,"Chlorurus",NA,"perspicillatus",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, leeward side",21.4329,-157.7899,200,"Google Earth",2017,5,28,4,1,"Julie Zill | Felipe Carvalho","Snorkel| Spear","Inner fringing reef flat",NA,NA,"12:00/13:30",NA,NA
"KB17-195","Specimen","organism","442368","AH9BN79|AH9BN80|AH9BN81","KANF027","Zanclus cornutus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Zanclidae",NA,NA,"Zanclus",NA,"cornutus",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side",21.4328,-157.7863,400,"Google Earth",2017,5,28,4,1,"Julie Zill | Felipe Carvalho","Snorkel| Spear","Inner fringing reef flat",NA,NA,"14:00/18:00",NA,NA
"KB17-196","Specimen","organism","442369","AH9BN82|AH9BN83|AH9BN84","KANF027","Dascyllus albisella","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Pomacentridae",NA,NA,"Dascyllus",NA,"albisella",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side",21.4328,-157.7863,400,"Google Earth",2017,5,28,4,1,"Julie Zill | Felipe Carvalho","Snorkel| Spear","Inner fringing reef flat",NA,NA,"14:00/18:00",NA,NA
"KB17-197","Specimen","organism","442370","AH9BN85|AH9BN86|AH9BN87","KANF027","Neoniphon sammara","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Beryciformes",NA,NA,"Holocentridae",NA,NA,"Neoniphon",NA,"sammara",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side",21.4328,-157.7863,400,"Google Earth",2017,5,28,4,1,"Julie Zill | Felipe Carvalho","Snorkel| Spear","Inner fringing reef flat",NA,NA,"14:00/18:00",NA,NA
"KB17-198","Specimen","organism","442371","AH9BN88|AH9BN89|AH9BN90","KANF027","Parupeneus multifasciatus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Mullidae",NA,NA,"Parupeneus",NA,"multifasciatus",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side",21.4328,-157.7863,400,"Google Earth",2017,5,28,4,1,"Julie Zill | Felipe Carvalho","Snorkel| Spear","Inner fringing reef flat",NA,NA,"14:00/18:00",NA,NA
"KB17-199","Specimen","organism","442372","AH9BN91|AH9BN92|AH9BN93","KANF027","Zebrasoma flavescens","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Zebrasoma",NA,"flavescens",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side",21.4328,-157.7863,400,"Google Earth",2017,5,28,4,1,"Julie Zill | Felipe Carvalho","Snorkel| Spear","Inner fringing reef flat",NA,NA,"14:00/18:00",NA,NA
"KB17-200","Specimen","organism","442373","AH9BN94|AH9BN95|AH9BN96","KANF027","Thalassoma duperrey","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Labridae",NA,NA,"Thalassoma",NA,"duperrey",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side",21.4328,-157.7863,400,"Google Earth",2017,5,28,4,1,"Julie Zill | Felipe Carvalho","Snorkel| Spear","Inner fringing reef flat",NA,NA,"14:00/18:00",NA,NA
"KB17-201","Specimen","organism","442374","AH9BN97|AH9BN98|AH9BN99","KANF027","Oxycheilinus unifasciatus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Labridae",NA,NA,"Oxycheilinus",NA,"unifasciatus",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side",21.4328,-157.7863,400,"Google Earth",2017,5,28,4,1,"Julie Zill | Felipe Carvalho","Snorkel| Spear","Inner fringing reef flat",NA,NA,"14:00/18:00",NA,NA
